CustomerID,Recency,Frequency,Monetary,Monetary_log,Cluster,Segment
12668.0,12,4,3807.15,8.244898785891763,0,Loyal Customers
12669.0,151,2,1607.73,7.383200326820626,1,At Risk
12670.0,10,5,2996.05,8.005383750527514,0,Loyal Customers
12672.0,330,1,225.9,5.424509391785796,2,Hibernating
12673.0,5,2,610.52,6.415947661051908,1,At Risk
12674.0,39,4,1970.6,7.586600674831223,0,Loyal Customers
12676.0,25,6,1331.39,7.194729601037682,0,Loyal Customers
12678.0,42,12,17628.46,9.777326645314199,0,Loyal Customers
12679.0,59,4,1113.02,7.015730373647435,1,At Risk
12680.0,1,4,862.81,6.761352837213469,1,At Risk
12681.0,15,22,13787.54,9.531593091360708,0,Loyal Customers
12682.0,4,31,12279.82,9.415793974716065,0,Loyal Customers
12683.0,4,15,8476.57,9.045179131116987,0,Loyal Customers
12684.0,8,6,2253.63,7.720741158651595,0,Loyal Customers
12685.0,28,6,2863.08,7.960002460651312,0,Loyal Customers
12686.0,372,1,89.14,4.501364017262502,2,Hibernating
12688.0,114,1,4873.81,8.491836408313453,0,Loyal Customers
12689.0,26,2,1247.6100000000001,7.1297862115656185,1,At Risk
12690.0,206,1,389.01,5.966172379820607,2,Hibernating
12691.0,28,6,1035.8,6.94389432559801,1,At Risk
12693.0,127,4,855.91,6.753332895580138,1,At Risk
12694.0,70,2,869.67,6.769263030204804,1,At Risk
12695.0,7,4,582.1,6.368358698228111,1,At Risk
12697.0,29,3,957.59,6.865463454791294,1,At Risk
12700.0,8,4,4939.99,8.505320994961897,0,Loyal Customers
12701.0,80,2,797.71,6.682997926190526,1,At Risk
12702.0,20,1,219.0,5.393627546352361,1,At Risk
12703.0,71,1,283.55,5.650908985049133,1,At Risk
12704.0,7,8,2340.84,7.758692224146705,0,Loyal Customers
12705.0,15,9,6868.29,8.834816031986259,0,Loyal Customers
12707.0,292,1,603.42,6.404269320519532,2,Hibernating
12708.0,30,10,2712.91,7.906145678459555,0,Loyal Customers
12709.0,15,15,9706.52,9.180656121866384,0,Loyal Customers
12710.0,97,3,1149.02,7.047534612510416,1,At Risk
12712.0,29,13,4396.13,8.388707334356674,0,Loyal Customers
12713.0,1,1,848.55,6.744706797531768,1,At Risk
12714.0,9,5,4708.86,8.45741346257719,0,Loyal Customers
12715.0,106,1,343.36,5.841687621789754,1,At Risk
12716.0,4,2,1053.49,6.960812516706486,1,At Risk
12717.0,151,2,1030.98,6.939234566008755,1,At Risk
12718.0,71,1,238.25,5.477509030333064,1,At Risk
12719.0,5,2,644.95,6.47072210140631,1,At Risk
12720.0,3,25,5781.7300000000005,8.662631168498327,0,Loyal Customers
12721.0,32,6,2656.13,7.885001871924596,0,Loyal Customers
12722.0,85,4,997.63,6.906384339674138,1,At Risk
12723.0,4,5,725.07,6.587646428909592,1,At Risk
12724.0,5,4,1031.41,6.9396511539657,1,At Risk
12725.0,371,1,427.8,6.060990609756592,2,Hibernating
12726.0,28,7,2609.1,7.867143813759015,0,Loyal Customers
12727.0,11,7,3980.7000000000003,8.2894641427604,0,Loyal Customers
12728.0,71,4,836.33,6.7302182580203365,1,At Risk
12729.0,114,1,453.01,6.118119224230488,1,At Risk
12731.0,24,12,18895.91,9.846753695617958,0,Loyal Customers
12732.0,180,1,236.26000000000002,5.469156586232957,2,Hibernating
12733.0,234,1,383.95,5.953113455724059,2,Hibernating
12734.0,353,1,110.39999999999999,4.713127327493184,2,Hibernating
12735.0,315,2,779.5699999999999,6.660024422032584,2,Hibernating
12736.0,333,1,234.0,5.459585514144159,2,Hibernating
12738.0,372,1,155.35,5.05209708390385,2,Hibernating
12739.0,78,2,1013.04,6.921697631104842,1,At Risk
12740.0,64,1,427.6,6.060524083039477,1,At Risk
12743.0,134,2,540.13,6.293659545728696,1,At Risk
12744.0,56,4,9120.39,9.118377483735507,0,Loyal Customers
12747.0,2,11,4196.01,8.342127645985029,0,Loyal Customers
12748.0,1,206,31654.78,10.362676033331734,3,Champions
12749.0,4,5,4090.88,8.316759801128319,0,Loyal Customers
12750.0,129,1,275.88,5.623584199327089,1,At Risk
12752.0,81,1,4366.78,8.38201014985595,0,Loyal Customers
12753.0,23,6,21429.39,9.972565287088774,0,Loyal Customers
12754.0,236,3,3010.74,8.010273263812737,2,Hibernating
12755.0,281,2,3811.9500000000003,8.246158446737232,2,Hibernating
12756.0,87,1,112.08,4.72809553282539,1,At Risk
12757.0,16,9,4232.75,8.350843404131982,0,Loyal Customers
12758.0,117,2,2791.59,7.934724759609325,0,Loyal Customers
12759.0,52,3,1531.44,7.334616515331031,0,Loyal Customers
12762.0,8,2,1898.52,7.549356501658852,0,Loyal Customers
12763.0,138,2,494.08,6.204719365671822,1,At Risk
12764.0,317,1,1693.88,7.435367220848186,2,Hibernating
12766.0,4,7,6989.63,8.852325959921869,0,Loyal Customers
12769.0,239,1,1143.6,7.042810509975002,2,Hibernating
12770.0,211,1,1351.45,7.209673041460572,2,Hibernating
12772.0,60,1,892.47,6.795112758210396,1,At Risk
12775.0,17,5,1386.04,7.23492725912033,0,Loyal Customers
12778.0,20,6,822.23,6.713235627004493,1,At Risk
12779.0,38,8,3981.36,8.289629887368429,0,Loyal Customers
12781.0,64,2,826.74,6.718699095412067,1,At Risk
12782.0,5,5,2330.92,7.754447241564618,0,Loyal Customers
12783.0,2,4,1603.87,7.380798035398956,0,Loyal Customers
12784.0,9,2,532.82,6.280058703484731,1,At Risk
12785.0,364,1,311.95,5.74604343337071,2,Hibernating
12787.0,10,3,463.66,6.141305955347142,1,At Risk
12789.0,65,1,91.85,4.530985287798715,1,At Risk
12790.0,192,1,324.92,5.786651952478496,2,Hibernating
12791.0,374,1,192.60000000000002,5.265794174842477,2,Hibernating
12792.0,257,1,400.54,5.995307154825432,2,Hibernating
12793.0,335,2,545.48,6.303497710423594,2,Hibernating
12794.0,53,2,860.41,6.758570581561217,1,At Risk
12795.0,19,1,430.48,6.067221159507229,1,At Risk
12797.0,366,1,254.03,5.541381185297377,2,Hibernating
12798.0,10,3,6977.04,8.85052335403181,0,Loyal Customers
12802.0,187,1,427.58,6.060477418394936,2,Hibernating
12808.0,37,3,483.65000000000003,6.183426980938617,1,At Risk
12809.0,178,1,489.31,6.1950378441253156,2,Hibernating
12811.0,261,3,514.85,6.245816025546385,2,Hibernating
12812.0,45,1,229.64000000000001,5.440858053330147,1,At Risk
12814.0,102,1,125.92,4.843556966714995,1,At Risk
12815.0,148,2,1063.46,6.970222907300612,1,At Risk
12816.0,96,2,572.2,6.351234695954017,1,At Risk
12817.0,281,1,166.04000000000002,5.118233304694274,2,Hibernating
12818.0,262,1,1542.08,7.341535698070348,2,Hibernating
12820.0,3,4,942.34,6.849426769082011,1,At Risk
12821.0,214,1,92.72,4.540311613639595,2,Hibernating
12822.0,71,2,948.88,6.856335660826602,1,At Risk
12823.0,75,5,1759.5,7.473353138595107,0,Loyal Customers
12824.0,60,1,397.12,5.986753467377863,1,At Risk
12826.0,3,7,1474.72,7.296901285267718,0,Loyal Customers
12827.0,6,3,430.15,6.066456057398334,1,At Risk
12828.0,3,6,1018.71,6.927273552128017,1,At Risk
12829.0,337,2,293.0,5.683579767338681,2,Hibernating
12830.0,38,6,6814.64,8.826975250212882,0,Loyal Customers
12831.0,262,1,215.05,5.3755098623779425,2,Hibernating
12832.0,32,2,383.03000000000003,5.950720674536128,1,At Risk
12833.0,145,1,417.38,6.0363901104609745,1,At Risk
12834.0,283,1,312.38,5.7474165116762626,2,Hibernating
12836.0,59,4,2610.36,7.867626437402386,0,Loyal Customers
12837.0,173,1,134.1,4.906015244966153,2,Hibernating
12838.0,34,2,671.95,6.5116710326797245,1,At Risk
12839.0,3,14,5591.42,8.629167388389371,0,Loyal Customers
12840.0,144,4,2726.77,7.911239704558553,0,Loyal Customers
12841.0,5,25,3991.58,8.292192917458863,0,Loyal Customers
12842.0,70,2,1118.99,7.0210750356778515,1,At Risk
12843.0,66,8,1702.26,7.440299340765267,0,Loyal Customers
12844.0,29,2,325.96000000000004,5.789837839256022,1,At Risk
12845.0,267,4,354.09000000000003,5.872371278471126,2,Hibernating
12847.0,22,1,843.64,6.738910501075306,1,At Risk
12849.0,31,2,992.65,6.901385031974294,1,At Risk
12851.0,97,1,131.81,4.8889195354121595,1,At Risk
12852.0,295,1,311.55,5.744764456377822,2,Hibernating
12853.0,135,6,1957.1000000000001,7.579729894309281,0,Loyal Customers
12854.0,79,3,1316.25,7.183301509089395,1,At Risk
12855.0,373,1,38.1,3.66612246699132,2,Hibernating
12856.0,8,6,2170.78,7.683302386789297,0,Loyal Customers
12857.0,211,2,1106.4,7.009770204388867,2,Hibernating
12863.0,52,1,521.2,6.258050656265029,1,At Risk
12864.0,138,1,147.12,4.998022756045412,1,At Risk
12865.0,26,2,1568.23,7.358340332174572,1,At Risk
12866.0,283,1,559.12,6.3281510464875765,2,Hibernating
12867.0,26,7,4009.34,8.296631304736238,0,Loyal Customers
12868.0,186,6,1607.0600000000002,7.3827837624756185,2,Hibernating
12871.0,84,2,380.64,5.9444777558836455,1,At Risk
12872.0,327,2,599.97,6.398545016483998,2,Hibernating
12873.0,282,1,374.0,5.926926025970411,2,Hibernating
12875.0,143,2,343.2300000000001,5.841310038608051,1,At Risk
12876.0,58,2,2218.02,7.704820935960926,0,Loyal Customers
12877.0,4,12,1535.77,7.337438090181038,0,Loyal Customers
12878.0,236,2,854.99,6.752258693830513,2,Hibernating
12879.0,45,3,573.22,6.353012598149689,1,At Risk
12881.0,276,1,298.0,5.700443573390686,2,Hibernating
12882.0,9,2,1463.04,7.288955016552379,1,At Risk
12883.0,25,4,703.47,6.5574457470395595,1,At Risk
12884.0,88,1,309.05,5.736733574795887,1,At Risk
12885.0,63,3,1175.22,7.0700611857921905,1,At Risk
12886.0,68,2,1378.4,7.229403900997191,1,At Risk
12888.0,214,2,354.12,5.87245576052578,2,Hibernating
12890.0,24,1,376.71999999999997,5.934153180394868,1,At Risk
12891.0,186,3,331.0,5.805134968916488,2,Hibernating
12893.0,31,1,176.55,5.179252259389097,1,At Risk
12895.0,42,2,372.8,5.923720895021463,1,At Risk
12897.0,205,2,216.5,5.382198850528739,2,Hibernating
12901.0,9,28,17654.54,9.778804894130932,0,Loyal Customers
12902.0,265,1,138.68,4.939354092091292,2,Hibernating
12904.0,18,2,496.06,6.208710743156108,1,At Risk
12906.0,12,5,2919.81,7.979616254055095,0,Loyal Customers
12908.0,176,2,750.0,6.621405651764134,2,Hibernating
12909.0,40,5,2178.67,7.68692876817782,0,Loyal Customers
12910.0,23,8,3075.04,8.031398334442155,0,Loyal Customers
12912.0,3,5,1662.3,7.416558859796489,0,Loyal Customers
12913.0,5,5,2483.63,7.817879034084852,0,Loyal Customers
12915.0,149,2,363.65,5.898937989430242,1,At Risk
12916.0,139,4,2944.95,7.988186624712898,0,Loyal Customers
12917.0,128,1,594.0,6.38856140554563,1,At Risk
12919.0,8,6,1335.19,7.197577559553778,0,Loyal Customers
12920.0,17,1,162.78,5.098524063842042,1,At Risk
12921.0,9,37,16587.09,9.716440246960428,0,Loyal Customers
12922.0,161,1,405.38,6.007288682454868,2,Hibernating
12923.0,64,1,171.57,5.150802951259488,1,At Risk
12924.0,88,4,925.75,6.8316838420308414,1,At Risk
12925.0,5,2,694.05,6.5439837854231016,1,At Risk
12928.0,35,5,2062.7,7.632255767200078,0,Loyal Customers
12929.0,312,1,117.85,4.777862193806203,2,Hibernating
12930.0,78,2,415.8,6.032606490439157,1,At Risk
12931.0,22,15,42055.96,10.646780168946005,0,Loyal Customers
12933.0,24,3,607.53,6.411046212773516,1,At Risk
12935.0,2,7,2160.7,7.678650228164007,0,Loyal Customers
12936.0,17,4,1063.9,6.970636177021338,1,At Risk
12937.0,15,4,1504.27,7.316727563085719,0,Loyal Customers
